customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud
caleb94@sutton.info,vby375q9,gzlvco,5a44rykx3,0,card,VISA 16 digit,39,0,fulfilled,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False
caleb94@sutton.info,1ti2lm0o,p1yden,5a44rykx3,0,card,VISA 16 digit,35,0,fulfilled,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False
caleb94@sutton.info,fwq4f8bn,bkvs1p,5a44rykx3,0,card,VISA 16 digit,46,0,failed,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False
gonzalesjackson@gmail.com,zcnztn97,s7dg4a,7964l78jo,0,apple pay,VISA 16 digit,50,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True
gonzalesjackson@gmail.com,zx8st0gu,jlzkil,7964l78jo,0,apple pay,VISA 16 digit,41,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True
gonzalesjackson@gmail.com,fzvbpn58,f8bsyg,7964l78jo,0,apple pay,VISA 16 digit,44,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True
gonzalesjackson@gmail.com,1wa1s613,u3ogjs,7964l78jo,0,apple pay,VISA 16 digit,41,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True
dana09@yahoo.com,3cryzmi3,giqilg,ww9fq10ca,0,bitcoin,JCB 16 digit,12,0,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False
dana09@yahoo.com,koade5oa,giqilg,1lejsiqz7,0,card,JCB 16 digit,12,1,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False
dana09@yahoo.com,2yzkbxnq,g56nmt,ww9fq10ca,0,bitcoin,JCB 16 digit,33,0,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False
dana09@yahoo.com,okdmow3s,g56nmt,1lejsiqz7,0,card,JCB 16 digit,33,1,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False
dana09@yahoo.com,wt1g1zul,g56nmt,ww9fq10ca,0,bitcoin,JCB 16 digit,33,1,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False
dana09@yahoo.com,scls9w4j,2ai67b,1lejsiqz7,0,card,JCB 16 digit,40,0,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False
alec27@bell.com,jbnf5zpw,28xxko,6n2psn50k,0,card,Voyager,34,0,pending,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False
alec27@bell.com,60kuyxra,iyl91j,6n2psn50k,0,card,Voyager,12,0,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False
alec27@bell.com,gj13pt1o,j7ene4,6n2psn50k,0,card,Voyager,30,0,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False
alec27@bell.com,u6wa5ysx,j7ene4,6n2psn50k,0,card,Voyager,30,1,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False
alec27@bell.com,vfrua0id,j7ene4,366dsl3w0,0,card,VISA 16 digit,30,1,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False
alec27@bell.com,jh5r2s3s,mir5zf,366dsl3w0,0,card,VISA 16 digit,22,0,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False
juliecook@hotmail.com,5855qbk5,p6g2g0,rqpuq19z6,0,card,Voyager,11,0,fulfilled,1-412-734-7967x67388,sj72s0k7wxdrxu3rcmba,61ba:a72b:5401:db1a:9833:d0da:254c:2369,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",2,2,1,False
juliecook@hotmail.com,6lf1jy8o,7y5qly,rqpuq19z6,0,card,Voyager,14,0,fulfilled,1-412-734-7967x67388,sj72s0k7wxdrxu3rcmba,61ba:a72b:5401:db1a:9833:d0da:254c:2369,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",2,2,1,False
meganberry@clark.biz,74b4ih1u,1d19rh,bcetnywn4,0,card,JCB 16 digit,37,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False
meganberry@clark.biz,1u5d7k9y,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False
meganberry@clark.biz,o4z2x2e9,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,1,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False
meganberry@clark.biz,85k8mjpo,xdmwyo,bcetnywn4,0,card,JCB 16 digit,11,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False
meganberry@clark.biz,ubm4tzca,00z9c8,bcetnywn4,0,card,JCB 16 digit,29,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False
psantiago@nelson.net,6p2l2jxb,f5vg4r,yngba9iss,0,paypal,JCB 16 digit,31,0,fulfilled,885.682.0863,qx6nhdabeaj329zdri0o,81.13.103.118,"238 Reeves Villages
Leslieton, SD 12318-4476",1,1,1,False
harrisnicholas@mitchell-hancock.com,k5x38nss,xxn508,1adbjdqx8,0,card,American Express,33,0,failed,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False
harrisnicholas@mitchell-hancock.com,6mas9ujn,5vvhqu,1adbjdqx8,0,card,American Express,47,1,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False
harrisnicholas@mitchell-hancock.com,gkolnfbh,5vvhqu,llpmu63n4,0,apple pay,Mastercard,47,0,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False
harrisnicholas@mitchell-hancock.com,vynq8mn9,o5mg40,1adbjdqx8,0,card,American Express,25,0,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False
harrisnicholas@mitchell-hancock.com,3qr93r9x,dfwo2l,1adbjdqx8,0,card,American Express,25,0,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False
harrisnicholas@mitchell-hancock.com,5ccytrgf,dfwo2l,llpmu63n4,0,apple pay,Mastercard,25,1,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False
davismike@hotmail.com,74rrit1l,j8w6hq,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,33,0,fulfilled,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False
davismike@hotmail.com,15adxvt9,vo9fep,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,48,0,failed,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False
davismike@hotmail.com,lyq2dt5j,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,0,fulfilled,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False
davismike@hotmail.com,upzpdr9y,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,1,fulfilled,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False
natalie98@yahoo.com,c60my23d,ssdsca,kafhtdkmr,0,card,VISA 16 digit,23,0,fulfilled,02934317865,x5ts382m7jezato91fjz,89e:31aa:e9e2:90ea:aa00:4a8c:805c:20ea,"23831 Adams Tunnel Suite 538
North David, NE 92200-7011",1,1,1,False
karen54@mullins.biz,cw2apg23,xm4p49,4rdcaqhb7,1,card,American Express,38,0,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,dgx25sxc,w3av5p,4rdcaqhb7,1,card,American Express,12,0,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,o16cfq48,w3av5p,wlywsk5au,0,card,VISA 16 digit,12,1,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,r3gj74vr,w3av5p,4rdcaqhb7,1,card,American Express,12,1,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,n47dl09n,94y9qn,wlywsk5au,0,card,VISA 16 digit,15,1,failed,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,q8z8feru,94y9qn,wlywsk5au,0,card,VISA 16 digit,15,0,failed,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,5vwwh56j,h0j383,4rdcaqhb7,1,card,American Express,11,0,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
karen54@mullins.biz,lkq1ib9d,8iq07j,wlywsk5au,0,card,VISA 16 digit,39,0,failed,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False
avaldez@gmail.com,j8cy8qqf,uotwbi,ogeeyw724,0,paypal,Maestro,19,1,fulfilled,203-573-2041,bwgvb5w8dm6upvi7ucqc,46.130.37.206,"304 Heather Fall
East Christina, UT 45880-4522",2,1,1,False
avaldez@gmail.com,n4lw10e3,uotwbi,ogeeyw724,0,paypal,Maestro,19,0,fulfilled,203-573-2041,bwgvb5w8dm6upvi7ucqc,46.130.37.206,"304 Heather Fall
East Christina, UT 45880-4522",2,1,1,False
blackjoel@wright.com,ueos82ny,f3zu8d,jud25x4mo,0,card,Maestro,45,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False
blackjoel@wright.com,p5gx6q9w,kv9he2,jud25x4mo,0,card,Maestro,50,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False
blackjoel@wright.com,2zbevcd8,cs48h5,jud25x4mo,0,card,Maestro,42,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False
blackjoel@wright.com,r1r4ce3k,eonqhv,jud25x4mo,0,card,Maestro,10,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False
blackjoel@wright.com,er8zjgzm,zxk81a,jud25x4mo,0,card,Maestro,30,1,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False
blackjoel@wright.com,hqtzz2ib,zxk81a,jud25x4mo,0,card,Maestro,30,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False
abigail08@yahoo.com,oquhv695,naiygn,st34e000q,0,card,VISA 16 digit,48,0,failed,650-489-7595x7901,0g6v7n9n8k4pekxpqj2e,72.251.102.162,"3764 Stanley Hollow
East Catherine, CT 98470",5,3,2,False
abigail08@yahoo.com,r6c5d2vo,naiygn,st34e000q,0,card,VISA 16 digit,48,1,failed,650-489-7595x7901,0g6v7n9n8k4pekxpqj2e,72.251.102.162,"3764 Stanley Hollow
East Catherine, CT 98470",5,3,2,False
abigail08@yahoo.com,1aq5meg1,any2ki,st34e000q,0,card,VISA 16 digit,42,1,pending,650-489-7595x7901,0g6v7n9n8k4pekxpqj2e,72.251.102.162,"3764 Stanley Hollow
East Catherine, CT 98470",5,3,2,False
abigail08@yahoo.com,zu65tthv,any2ki,st34e000q,0,card,VISA 16 digit,42,0,pending,650-489-7595x7901,0g6v7n9n8k4pekxpqj2e,72.251.102.162,"3764 Stanley Hollow
East Catherine, CT 98470",5,3,2,False
abigail08@yahoo.com,97sqcd6l,l98c04,tfcg9eqwk,1,card,Maestro,29,0,fulfilled,650-489-7595x7901,0g6v7n9n8k4pekxpqj2e,72.251.102.162,"3764 Stanley Hollow
East Catherine, CT 98470",5,3,2,False
catherine64@gmail.com,s3hfs4fc,j4izq0,5ad6rm0sb,0,card,Maestro,65,0,failed,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,True
catherine64@gmail.com,8810813t,81bac4,rc5kwqehi,0,bitcoin,VISA 13 digit,75,0,pending,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,True
catherine64@gmail.com,iw7bakk3,y73qvk,0lqd0lah5,0,bitcoin,JCB 16 digit,58,0,fulfilled,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,True
catherine64@gmail.com,w2nnyowa,y73qvk,5ad6rm0sb,0,card,Maestro,58,1,fulfilled,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,True
catherine64@gmail.com,c2b8df2a,sd4v17,0tvw8yj4z,0,card,JCB 16 digit,58,0,fulfilled,563-396-2038x288,myjxxvd3jfn1eymfy50n,1289:d2a9:c65d:8fc7:7be4:129b:d7b:cf7b,"372 Michael Club Suite 553
Herrerafort, MH 52953",5,4,6,True
romerolauren@hotmail.com,xph56a1n,ag3x4z,243b5b285,0,card,VISA 16 digit,32,0,fulfilled,(099)775-4222,k8t5eytta8tc8y593lcr,846:e2b8:6318:5636:946d:ca83:8076:d098,"34958 Sean View
West Robert, DE 93344-9833",2,2,1,False
romerolauren@hotmail.com,nonzx5wh,rn62d8,243b5b285,0,card,VISA 16 digit,36,0,fulfilled,(099)775-4222,k8t5eytta8tc8y593lcr,846:e2b8:6318:5636:946d:ca83:8076:d098,"34958 Sean View
West Robert, DE 93344-9833",2,2,1,False
qramsey@hotmail.com,5hj630hg,x4u7kx,yi3002uzs,0,card,Maestro,14,1,fulfilled,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,False
qramsey@hotmail.com,pz9du9rq,x4u7kx,yi3002uzs,0,card,Maestro,14,0,fulfilled,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,False
qramsey@hotmail.com,fv1q37k3,du631k,uljh0fhae,0,card,VISA 16 digit,15,0,fulfilled,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,False
qramsey@hotmail.com,mh712ehl,eunjto,yi3002uzs,0,card,Maestro,46,0,fulfilled,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,False
qramsey@hotmail.com,7sfult79,mlsqph,yi3002uzs,0,card,Maestro,18,0,fulfilled,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,False
qramsey@hotmail.com,wmbgls2d,pe8fke,yi3002uzs,0,card,Maestro,30,0,failed,+45(0)7468859801,0o4xh6wbyuxwchh1la5f,58.43.60.165,"87265 Woods Square
Port Heidimouth, LA 03208-8304",6,5,2,False
9es7t@u6n7x,7m39em4p,3b9vdf,wl0wgtfn2,0,card,Voyager,16,1,fulfilled,518.037.7423x366,uqdiolg8krd34n4phs18,3617:fa2b:f31e:5b72:59a8:cb1a:d090:edb9,"63978 Luis Ports
Yvonneville, NE 63736-2980",2,1,1,True
9es7t@u6n7x,yz35aas7,3b9vdf,wl0wgtfn2,0,card,Voyager,16,0,fulfilled,518.037.7423x366,uqdiolg8krd34n4phs18,3617:fa2b:f31e:5b72:59a8:cb1a:d090:edb9,"63978 Luis Ports
Yvonneville, NE 63736-2980",2,1,1,True
ypruitt@hotmail.com,h7huu8lz,wc0qut,vwdxqd00s,0,card,JCB 15 digit,30,0,fulfilled,804-331-7488x82163,dmqmkcujj3k31g0kr9b4,224.3.233.30,"437 Jean Well
Andrewville, FM 13796",4,4,3,False
ypruitt@hotmail.com,t55qhcm8,8o9ef7,vwdxqd00s,0,card,JCB 15 digit,38,0,fulfilled,804-331-7488x82163,dmqmkcujj3k31g0kr9b4,224.3.233.30,"437 Jean Well
Andrewville, FM 13796",4,4,3,False
ypruitt@hotmail.com,bzubcvnz,5pwn81,vwdxqd00s,0,card,JCB 15 digit,49,0,fulfilled,804-331-7488x82163,dmqmkcujj3k31g0kr9b4,224.3.233.30,"437 Jean Well
Andrewville, FM 13796",4,4,3,False
ypruitt@hotmail.com,qyw32m2v,l72b2v,vwdxqd00s,0,card,JCB 15 digit,29,0,fulfilled,804-331-7488x82163,dmqmkcujj3k31g0kr9b4,224.3.233.30,"437 Jean Well
Andrewville, FM 13796",4,4,3,False
aweaver@yahoo.com,0exoy858,lly25f,1ov4r2jr5,0,card,VISA 16 digit,20,0,fulfilled,565-347-7032,lr2c0lancqoqkosnyqnj,2432:d9dc:c6ad:ef9c:c5df:b7bf:1b48:4444,"85993 Heather Drive
East Erinhaven, KY 61109",1,1,1,False
richard05@hanson-key.org,j3vtxcy9,pkajko,ip4pd9xyu,0,card,Discover,40,0,fulfilled,(428)021-0009,wr3wy5qmkd8qqwljulll,158.72.242.154,"432 Margaret Isle
West Kevinbury, SC 42235",1,1,1,False
paul86@hotmail.com,kuqkfynb,4w6x1p,j6vt0l11e,0,apple pay,JCB 16 digit,44,1,fulfilled,986-625-5606,iyac5n05j0sxp2b0cnnc,aae7:6c39:b70:7025:d60d:bab3:6547:4adc,"546 Kim Walk
South Jacquelinefurt, NM 01696",2,1,1,False
paul86@hotmail.com,rk0m8roe,4w6x1p,j6vt0l11e,0,apple pay,JCB 16 digit,44,0,fulfilled,986-625-5606,iyac5n05j0sxp2b0cnnc,aae7:6c39:b70:7025:d60d:bab3:6547:4adc,"546 Kim Walk
South Jacquelinefurt, NM 01696",2,1,1,False
mark02@young.com,rxcql0ld,gkwd8g,w3c453rd8,0,card,Diners Club / Carte Blanche,10,0,fulfilled,(833)029-3127,iuaio7yeshnjtrqn6qc5,107.82.81.240,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",5,4,2,False
mark02@young.com,aq1qv1td,pypyvi,xci7mpl5h,0,paypal,VISA 16 digit,34,0,fulfilled,(833)029-3127,iuaio7yeshnjtrqn6qc5,107.82.81.240,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",5,4,2,False
mark02@young.com,w2tqx0ln,pypyvi,xci7mpl5h,0,paypal,VISA 16 digit,34,1,fulfilled,(833)029-3127,iuaio7yeshnjtrqn6qc5,107.82.81.240,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",5,4,2,False
mark02@young.com,xu7b9kcr,fq1ooh,w3c453rd8,0,card,Diners Club / Carte Blanche,39,0,fulfilled,(833)029-3127,iuaio7yeshnjtrqn6qc5,107.82.81.240,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",5,4,2,False
mark02@young.com,fn1847f0,qb4l0y,xci7mpl5h,0,paypal,VISA 16 digit,49,0,fulfilled,(833)029-3127,iuaio7yeshnjtrqn6qc5,107.82.81.240,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",5,4,2,False
brandon58@conner.com,bczklypo,aj6j5x,r0735q7at,0,card,JCB 15 digit,29,0,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,75p8ugk5,gf3kf8,r0735q7at,0,card,JCB 15 digit,25,0,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,p237hz8y,gf3kf8,r0735q7at,0,card,JCB 15 digit,25,1,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,e6vl0gpx,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,fo3oz01r,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,fqqaqp6q,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,0,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,lesb2kxu,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
brandon58@conner.com,w3jgb8qt,v1sq5r,r0735q7at,0,card,JCB 15 digit,14,1,fulfilled,726-715-7429x06218,qywyyrk5r87k21ij3p62,225.62.150.241,"USS Barr
FPO AE 16052-3851",8,3,1,False
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,True
johnlowery@gmail.com,7sdl8reg,kr2w5f,tfff8yjzo,0,card,American Express,32,0,failed,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,True
johnlowery@gmail.com,i25dewqi,kr2w5f,tfff8yjzo,0,card,American Express,32,1,failed,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,True
johnlowery@gmail.com,i25dewqi,kr2w5f,tfff8yjzo,0,card,American Express,32,1,failed,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,True
